Id,Time[ns],I²S
97,2003460.00000000000000000000,Right channel: 00ffffff
98,2023940.00000000000000000000,Left channel: 00fff87f
99,2044420.00000000000000000000,Right channel: 00ffffff
100,2064900.00000000000000000000,Left channel: 00fff8a7
101,2085380.00000000000000000000,Right channel: 00ffffff
102,2105880.00000000000000000000,Left channel: 00fffaad
103,2126360.00000000000000000000,Right channel: 00ffffff
104,2146840.00000000000000000000,Left channel: 00fff542
105,2167320.00000000000000000000,Right channel: 00ffffff
106,2187800.00000000000000000000,Left channel: 00fff6fb
107,2208280.00000000000000000000,Right channel: 00ffffff
108,2228760.00000000000000000000,Left channel: 00fffacc
109,2249260.00000000000000000000,Right channel: 00ffffff
110,2269740.00000000000000000000,Left channel: 00fff833
111,2290220.00000000000000000000,Right channel: 00ffffff
112,2310700.00000000000000000000,Left channel: 00fff550
113,2331180.00000000000000000000,Right channel: 00ffffff
114,2351660.00000000000000000000,Left channel: 00fff2f1
115,2372140.00000000000000000000,Right channel: 00ffffff
116,2392640.00000000000000000000,Left channel: 00fff384
117,2413120.00000000000000000000,Right channel: 00ffffff
118,2433600.00000000000000000000,Left channel: 00fff4c4
119,2454080.00000000000000000000,Right channel: 00ffffff
120,2474560.00000000000000000000,Left channel: 00fff628
121,2495040.00000000000000000000,Right channel: 00ffffff
122,2515540.00000000000000000000,Left channel: 00fff27b
123,2536020.00000000000000000000,Right channel: 00ffffff
124,2556500.00000000000000000000,Left channel: 00fff072
125,2576980.00000000000000000000,Right channel: 00ffffff
126,2597460.00000000000000000000,Left channel: 00fff1d3
127,2617940.00000000000000000000,Right channel: 00ffffff
128,2638420.00000000000000000000,Left channel: 00fff393
129,2658920.00000000000000000000,Right channel: 00ffffff
130,2679400.00000000000000000000,Left channel: 00fff4c3
131,2699880.00000000000000000000,Right channel: 00ffffff
132,2720360.00000000000000000000,Left channel: 00ffef1e
133,2740840.00000000000000000000,Right channel: 00ffffff
134,2761320.00000000000000000000,Left channel: 00fff0f5
135,2781820.00000000000000000000,Right channel: 00ffffff
136,2802300.00000000000000000000,Left channel: 00fff468
137,2822780.00000000000000000000,Right channel: 00ffffff
138,2843260.00000000000000000000,Left channel: 00fff69e
139,2863740.00000000000000000000,Right channel: 00ffffff
140,2884220.00000000000000000000,Left channel: 00fff3da
141,2904700.00000000000000000000,Right channel: 00ffffff
142,2925200.00000000000000000000,Left channel: 00fff2f0
143,2945680.00000000000000000000,Right channel: 00ffffff
144,2966160.00000000000000000000,Left channel: 00fff1d5
145,2986640.00000000000000000000,Right channel: 00ffffff
146,3007120.00000000000000000000,Left channel: 00fff0ba
147,3027600.00000000000000000000,Right channel: 00ffffff
148,3048080.00000000000000000000,Left channel: 00ffefde
149,3068580.00000000000000000000,Right channel: 00ffffff
150,3089060.00000000000000000000,Left channel: 00fff180
151,3109540.00000000000000000000,Right channel: 00ffffff
152,3130020.00000000000000000000,Left channel: 00fff4cf
153,3150500.00000000000000000000,Right channel: 00ffffff
154,3170980.00000000000000000000,Left channel: 00ffec2d
155,3191480.00000000000000000000,Right channel: 00ffffff
156,3211960.00000000000000000000,Left channel: 00ffe8ee
157,3232440.00000000000000000000,Right channel: 00ffffff
158,3252920.00000000000000000000,Left channel: 00ffec02
159,3273400.00000000000000000000,Right channel: 00ffffff
160,3293880.00000000000000000000,Left channel: 00ffe6a3
161,3314360.00000000000000000000,Right channel: 00ffffff
162,3334860.00000000000000000000,Left channel: 00ffeb76
163,3355340.00000000000000000000,Right channel: 00ffffff
164,3375820.00000000000000000000,Left channel: 00ffeb3b
165,3396300.00000000000000000000,Right channel: 00ffffff
166,3416780.00000000000000000000,Left channel: 00ffeb46
167,3437260.00000000000000000000,Right channel: 00ffffff
168,3457760.00000000000000000000,Left channel: 00ffeb53
169,3478240.00000000000000000000,Right channel: 00ffffff
170,3498720.00000000000000000000,Left channel: 00fff10f
171,3519200.00000000000000000000,Right channel: 00ffffff
172,3539680.00000000000000000000,Left channel: 00fff454
173,3560160.00000000000000000000,Right channel: 00ffffff
174,3580640.00000000000000000000,Left channel: 00fff391
175,3601140.00000000000000000000,Right channel: 00ffffff
176,3621620.00000000000000000000,Left channel: 00fff192
177,3642100.00000000000000000000,Right channel: 00ffffff
178,3662580.00000000000000000000,Left channel: 00fff4e4
179,3683060.00000000000000000000,Right channel: 00ffffff
180,3703540.00000000000000000000,Left channel: 00fff0c0
181,3724020.00000000000000000000,Right channel: 00ffffff
182,3744520.00000000000000000000,Left channel: 00fff6a3
183,3765000.00000000000000000000,Right channel: 00ffffff
184,3785480.00000000000000000000,Left channel: 00fffe4b
185,3805960.00000000000000000000,Right channel: 00ffffff
186,3826440.00000000000000000000,Left channel: 00fffc5e
187,3846920.00000000000000000000,Right channel: 00ffffff
188,3867420.00000000000000000000,Left channel: 00ffff72
189,3887900.00000000000000000000,Right channel: 00ffffff
190,3908380.00000000000000000000,Left channel: 00fffd39
191,3928860.00000000000000000000,Right channel: 00ffffff
192,3949340.00000000000000000000,Left channel: 00fffadc
193,3969820.00000000000000000000,Right channel: 00ffffff
194,3990300.00000000000000000000,Left channel: 00fffb7b
195,4010800.00000000000000000000,Right channel: 00ffffff
196,4031280.00000000000000000000,Left channel: 00fff835
197,4051760.00000000000000000000,Right channel: 00ffffff
198,4072240.00000000000000000000,Left channel: 00fffa24
199,4092720.00000000000000000000,Right channel: 00ffffff
200,4113200.00000000000000000000,Left channel: 00fffd00
201,4133680.00000000000000000000,Right channel: 00ffffff
202,4154180.00000000000000000000,Left channel: 00fffdfa
203,4174660.00000000000000000000,Right channel: 00ffffff
204,4195140.00000000000000000000,Left channel: 000000d3
205,4215620.00000000000000000000,Right channel: 00ffffff
206,4236100.00000000000000000000,Left channel: 00fffe64
207,4256580.00000000000000000000,Right channel: 00ffffff
208,4277080.00000000000000000000,Left channel: 00fffb9a
209,4297560.00000000000000000000,Right channel: 00ffffff
210,4318040.00000000000000000000,Left channel: 00fff7fb
211,4338520.00000000000000000000,Right channel: 00ffffff
212,4359000.00000000000000000000,Left channel: 00fff7ca
213,4379480.00000000000000000000,Right channel: 00ffffff
214,4399960.00000000000000000000,Left channel: 00fffc09
215,4420460.00000000000000000000,Right channel: 00ffffff
216,4440940.00000000000000000000,Left channel: 00fffebf
217,4461420.00000000000000000000,Right channel: 00ffffff
218,4481900.00000000000000000000,Left channel: 00ffff7c
219,4502380.00000000000000000000,Right channel: 00ffffff
220,4522860.00000000000000000000,Left channel: 00000352
221,4543360.00000000000000000000,Right channel: 00ffffff
222,4563840.00000000000000000000,Left channel: 000004fe
223,4584320.00000000000000000000,Right channel: 00ffffff
224,4604800.00000000000000000000,Left channel: 00000478
225,4625280.00000000000000000000,Right channel: 00ffffff
226,4645760.00000000000000000000,Left channel: 000005c8
227,4666240.00000000000000000000,Right channel: 00ffffff
228,4686740.00000000000000000000,Left channel: 00000512
229,4707220.00000000000000000000,Right channel: 00ffffff
230,4727700.00000000000000000000,Left channel: 0000073d
231,4748180.00000000000000000000,Right channel: 00ffffff
232,4768660.00000000000000000000,Left channel: 000004e8
233,4789140.00000000000000000000,Right channel: 00ffffff
234,4809620.00000000000000000000,Left channel: 00000611
235,4830120.00000000000000000000,Right channel: 00ffffff
236,4850600.00000000000000000000,Left channel: 000006ca
237,4871080.00000000000000000000,Right channel: 00ffffff
238,4891560.00000000000000000000,Left channel: 00000605
239,4912040.00000000000000000000,Right channel: 00ffffff
240,4932520.00000000000000000000,Left channel: 00000395
241,4953020.00000000000000000000,Right channel: 00ffffff
242,4973500.00000000000000000000,Left channel: 0000054f
243,4993980.00000000000000000000,Right channel: 00ffffff
244,5014460.00000000000000000000,Left channel: 000003ad
245,5034940.00000000000000000000,Right channel: 00ffffff
246,5055420.00000000000000000000,Left channel: 000002a3
247,5075900.00000000000000000000,Right channel: 00ffffff
248,5096400.00000000000000000000,Left channel: 00fffe1f
249,5116880.00000000000000000000,Right channel: 00ffffff
250,5137360.00000000000000000000,Left channel: 0000015e
251,5157840.00000000000000000000,Right channel: 00ffffff
252,5178320.00000000000000000000,Left channel: 0000021d
253,5198800.00000000000000000000,Right channel: 00ffffff
254,5219280.00000000000000000000,Left channel: 000002c0
255,5239780.00000000000000000000,Right channel: 00ffffff
256,5260260.00000000000000000000,Left channel: 000000ea
257,5280740.00000000000000000000,Right channel: 00ffffff
258,5301220.00000000000000000000,Left channel: 000006b8
259,5321700.00000000000000000000,Right channel: 00ffffff
260,5342180.00000000000000000000,Left channel: 000008c5
261,5362680.00000000000000000000,Right channel: 00ffffff
262,5383160.00000000000000000000,Left channel: 0000049c
263,5403640.00000000000000000000,Right channel: 00ffffff
264,5424120.00000000000000000000,Left channel: 00000068
265,5444600.00000000000000000000,Right channel: 00ffffff
266,5465080.00000000000000000000,Left channel: 00fffe3e
267,5485560.00000000000000000000,Right channel: 00ffffff
268,5506060.00000000000000000000,Left channel: 00ffffae
269,5526540.00000000000000000000,Right channel: 00ffffff
270,5547020.00000000000000000000,Left channel: 00000162
271,5567500.00000000000000000000,Right channel: 00ffffff
272,5587980.00000000000000000000,Left channel: 00000497
273,5608460.00000000000000000000,Right channel: 00ffffff
274,5628960.00000000000000000000,Left channel: 000003df
275,5649440.00000000000000000000,Right channel: 00ffffff
276,5669920.00000000000000000000,Left channel: 00000578
277,5690400.00000000000000000000,Right channel: 00ffffff
278,5710880.00000000000000000000,Left channel: 0000058f
279,5731360.00000000000000000000,Right channel: 00ffffff
280,5751840.00000000000000000000,Left channel: 0000056e
281,5772340.00000000000000000000,Right channel: 00ffffff
282,5792820.00000000000000000000,Left channel: 00000576
283,5813300.00000000000000000000,Right channel: 00ffffff
284,5833780.00000000000000000000,Left channel: 00000649
285,5854260.00000000000000000000,Right channel: 00ffffff
286,5874740.00000000000000000000,Left channel: 000004b5
287,5895240.00000000000000000000,Right channel: 00ffffff
288,5915720.00000000000000000000,Left channel: 000004b0
289,5936200.00000000000000000000,Right channel: 00ffffff
290,5956680.00000000000000000000,Left channel: 00fffec3
291,5977160.00000000000000000000,Right channel: 00ffffff
292,5997640.00000000000000000000,Left channel: 0000012d
293,6018120.00000000000000000000,Right channel: 00ffffff
294,6038620.00000000000000000000,Left channel: 000000d0
295,6059100.00000000000000000000,Right channel: 00ffffff
296,6079580.00000000000000000000,Left channel: 000003fe
297,6100060.00000000000000000000,Right channel: 00ffffff
298,6120540.00000000000000000000,Left channel: 00fffd87
299,6141020.00000000000000000000,Right channel: 00ffffff
300,6161500.00000000000000000000,Left channel: 00fff958
301,6182000.00000000000000000000,Right channel: 00ffffff
302,6202480.00000000000000000000,Left channel: 00fff79b
303,6222960.00000000000000000000,Right channel: 00ffffff
304,6243440.00000000000000000000,Left channel: 00fff765
305,6263920.00000000000000000000,Right channel: 00ffffff
306,6284400.00000000000000000000,Left channel: 00fff591
307,6304900.00000000000000000000,Right channel: 00ffffff
308,6325380.00000000000000000000,Left channel: 00fff550
309,6345860.00000000000000000000,Right channel: 00ffffff
310,6366340.00000000000000000000,Left channel: 00fff486
311,6386820.00000000000000000000,Right channel: 00ffffff
312,6407300.00000000000000000000,Left channel: 00fff4ef
313,6427780.00000000000000000000,Right channel: 00ffffff
314,6448280.00000000000000000000,Left channel: 00fff169
315,6468760.00000000000000000000,Right channel: 00ffffff
316,6489240.00000000000000000000,Left channel: 00fff47c
317,6509720.00000000000000000000,Right channel: 00ffffff
318,6530200.00000000000000000000,Left channel: 00ffe9c1
319,6550680.00000000000000000000,Right channel: 00ffffff
320,6571160.00000000000000000000,Left channel: 00ffedb0
321,6591660.00000000000000000000,Right channel: 00ffffff
322,6612140.00000000000000000000,Left channel: 00ffeee3
323,6632620.00000000000000000000,Right channel: 00ffffff
324,6653100.00000000000000000000,Left channel: 00fff829
325,6673580.00000000000000000000,Right channel: 00ffffff
326,6694060.00000000000000000000,Left channel: 000005af
327,6714560.00000000000000000000,Right channel: 00ffffff
328,6735040.00000000000000000000,Left channel: 000026d2
329,6755520.00000000000000000000,Right channel: 00ffffff
330,6776000.00000000000000000000,Left channel: 00002003
331,6796480.00000000000000000000,Right channel: 00ffffff
332,6816960.00000000000000000000,Left channel: 00ffee0a
333,6837440.00000000000000000000,Right channel: 00ffffff
334,6857940.00000000000000000000,Left channel: 00fff75a
335,6878420.00000000000000000000,Right channel: 00ffffff
336,6898900.00000000000000000000,Left channel: 00ffd0e6
337,6919380.00000000000000000000,Right channel: 00ffffff
338,6939860.00000000000000000000,Left channel: 00ffed87
339,6960340.00000000000000000000,Right channel: 00ffffff
340,6980820.00000000000000000000,Left channel: 00ffe951
341,7001320.00000000000000000000,Right channel: 00ffffff
342,7021800.00000000000000000000,Left channel: 00fffa28
343,7042280.00000000000000000000,Right channel: 00ffffff
344,7062760.00000000000000000000,Left channel: 00fffa2e
345,7083240.00000000000000000000,Right channel: 00ffffff
346,7103720.00000000000000000000,Left channel: 00fff54e
347,7124220.00000000000000000000,Right channel: 00ffffff
348,7144700.00000000000000000000,Left channel: 00ffde77
349,7165180.00000000000000000000,Right channel: 00ffffff
350,7185660.00000000000000000000,Left channel: 00ffe447
351,7206140.00000000000000000000,Right channel: 00ffffff
352,7226620.00000000000000000000,Left channel: 00ffeb5f
353,7247100.00000000000000000000,Right channel: 00ffffff
354,7267600.00000000000000000000,Left channel: 00ffe7e1
355,7288080.00000000000000000000,Right channel: 00ffffff
356,7308560.00000000000000000000,Left channel: 00ffed54
357,7329040.00000000000000000000,Right channel: 00ffffff
358,7349520.00000000000000000000,Left channel: 00ffedb5
359,7370000.00000000000000000000,Right channel: 00ffffff
360,7390480.00000000000000000000,Left channel: 00fff4e4
361,7410980.00000000000000000000,Right channel: 00ffffff
362,7431460.00000000000000000000,Left channel: 00ffef3f
363,7451940.00000000000000000000,Right channel: 00ffffff
364,7472420.00000000000000000000,Left channel: 00ffee7d
365,7492900.00000000000000000000,Right channel: 00ffffff
366,7513380.00000000000000000000,Left channel: 00ffeb6b
367,7533880.00000000000000000000,Right channel: 00ffffff
368,7554360.00000000000000000000,Left channel: 00ffe801
369,7574840.00000000000000000000,Right channel: 00ffffff
370,7595320.00000000000000000000,Left channel: 00ffe830
371,7615800.00000000000000000000,Right channel: 00ffffff
372,7636280.00000000000000000000,Left channel: 00fff41b
373,7656760.00000000000000000000,Right channel: 00ffffff
374,7677260.00000000000000000000,Left channel: 00000a2e
375,7697740.00000000000000000000,Right channel: 00ffffff
376,7718220.00000000000000000000,Left channel: 000090d9
377,7738700.00000000000000000000,Right channel: 00ffffff
378,7759180.00000000000000000000,Left channel: 000432f0
379,7779660.00000000000000000000,Right channel: 00ffffff
380,7800160.00000000000000000000,Left channel: 00037b96
381,7820640.00000000000000000000,Right channel: 00ffffff
382,7841120.00000000000000000000,Left channel: 00fecd6f
383,7861600.00000000000000000000,Right channel: 00ffffff
384,7882080.00000000000000000000,Left channel: 00fd9495
385,7902560.00000000000000000000,Right channel: 00ffffff
386,7923040.00000000000000000000,Left channel: 00fc94e8
387,7943540.00000000000000000000,Right channel: 00ffffff
388,7964020.00000000000000000000,Left channel: 00fd79de
389,7984500.00000000000000000000,Right channel: 00ffffff
390,8004980.00000000000000000000,Left channel: 00fc0516
391,8025460.00000000000000000000,Right channel: 00ffffff
392,8045940.00000000000000000000,Left channel: 00fb5dad
393,8066420.00000000000000000000,Right channel: 00ffffff
394,8086920.00000000000000000000,Left channel: 00047b2f
395,8107400.00000000000000000000,Right channel: 00ffffff
396,8127880.00000000000000000000,Left channel: 0006461f
397,8148360.00000000000000000000,Right channel: 00ffffff
398,8168840.00000000000000000000,Left channel: 0003f74a
399,8189320.00000000000000000000,Right channel: 00ffffff
400,8209820.00000000000000000000,Left channel: 000310b2
401,8230300.00000000000000000000,Right channel: 00ffffff
402,8250780.00000000000000000000,Left channel: 0001f40f
403,8271260.00000000000000000000,Right channel: 00ffffff
404,8291740.00000000000000000000,Left channel: 00fbaea6
405,8312220.00000000000000000000,Right channel: 00ffffff
406,8332700.00000000000000000000,Left channel: 00fe8e99
407,8353200.00000000000000000000,Right channel: 00ffffff
408,8373680.00000000000000000000,Left channel: 000093ca
409,8394160.00000000000000000000,Right channel: 00ffffff
410,8414640.00000000000000000000,Left channel: 00036734
411,8435120.00000000000000000000,Right channel: 00ffffff
412,8455600.00000000000000000000,Left channel: 0005ef16
413,8476100.00000000000000000000,Right channel: 00ffffff
414,8496580.00000000000000000000,Left channel: 00fb3bbd
415,8517060.00000000000000000000,Right channel: 00ffffff
416,8537540.00000000000000000000,Left channel: 00fe7209
417,8558020.00000000000000000000,Right channel: 00ffffff
418,8578500.00000000000000000000,Left channel: 00009ce3
419,8598980.00000000000000000000,Right channel: 00ffffff
420,8619480.00000000000000000000,Left channel: 00017d97
421,8639960.00000000000000000000,Right channel: 00ffffff
422,8660440.00000000000000000000,Left channel: 00002397
423,8680920.00000000000000000000,Right channel: 00ffffff
424,8701400.00000000000000000000,Left channel: 0000b233
425,8721880.00000000000000000000,Right channel: 00ffffff
426,8742360.00000000000000000000,Left channel: 00fc11e8
427,8762860.00000000000000000000,Right channel: 00ffffff
428,8783340.00000000000000000000,Left channel: 00f99f90
429,8803820.00000000000000000000,Right channel: 00ffffff
430,8824300.00000000000000000000,Left channel: 00fe87c9
431,8844780.00000000000000000000,Right channel: 00ffffff
432,8865260.00000000000000000000,Left channel: 000214de
433,8885760.00000000000000000000,Right channel: 00ffffff
434,8906240.00000000000000000000,Left channel: 00ff5134
435,8926720.00000000000000000000,Right channel: 00ffffff
436,8947200.00000000000000000000,Left channel: 00fcc742
437,8967680.00000000000000000000,Right channel: 00ffffff
438,8988160.00000000000000000000,Left channel: 00fe21e4
439,9008640.00000000000000000000,Right channel: 00ffffff
440,9029140.00000000000000000000,Left channel: 00022c2e
441,9049620.00000000000000000000,Right channel: 00ffffff
442,9070100.00000000000000000000,Left channel: 00010642
443,9090580.00000000000000000000,Right channel: 00ffffff
444,9111060.00000000000000000000,Left channel: 0001be6b
445,9131540.00000000000000000000,Right channel: 00ffffff
446,9152020.00000000000000000000,Left channel: 00fe7e99
447,9172520.00000000000000000000,Right channel: 00ffffff
448,9193000.00000000000000000000,Left channel: 00fc5284
449,9213480.00000000000000000000,Right channel: 00ffffff
450,9233960.00000000000000000000,Left channel: 00feef12
451,9254440.00000000000000000000,Right channel: 00ffffff
452,9274920.00000000000000000000,Left channel: 00fcd71a
453,9295420.00000000000000000000,Right channel: 00ffffff
454,9315900.00000000000000000000,Left channel: 00ffb562
455,9336380.00000000000000000000,Right channel: 00ffffff
456,9356860.00000000000000000000,Left channel: 000029cc
457,9377340.00000000000000000000,Right channel: 00ffffff
458,9397820.00000000000000000000,Left channel: 00040afa
459,9418300.00000000000000000000,Right channel: 00ffffff
460,9438800.00000000000000000000,Left channel: 00016b26
461,9459280.00000000000000000000,Right channel: 00ffffff
462,9479760.00000000000000000000,Left channel: 00fded1b
463,9500240.00000000000000000000,Right channel: 00ffffff
464,9520720.00000000000000000000,Left channel: 00fcb805
465,9541200.00000000000000000000,Right channel: 00ffffff
466,9561700.00000000000000000000,Left channel: 00ff4547
467,9582180.00000000000000000000,Right channel: 00ffffff
468,9602660.00000000000000000000,Left channel: 00037ddd
469,9623140.00000000000000000000,Right channel: 00ffffff
470,9643620.00000000000000000000,Left channel: 00028ef2
471,9664100.00000000000000000000,Right channel: 00ffffff
472,9684580.00000000000000000000,Left channel: 00005f12
473,9705080.00000000000000000000,Right channel: 00ffffff
474,9725560.00000000000000000000,Left channel: 00feea52
475,9746040.00000000000000000000,Right channel: 00ffffff
476,9766520.00000000000000000000,Left channel: 00fe627c
477,9787000.00000000000000000000,Right channel: 00ffffff
478,9807480.00000000000000000000,Left channel: 00fdfc6c
479,9827960.00000000000000000000,Right channel: 00ffffff
480,9848460.00000000000000000000,Left channel: 0000f591
481,9868940.00000000000000000000,Right channel: 00ffffff
482,9889420.00000000000000000000,Left channel: 000106f0
483,9909900.00000000000000000000,Right channel: 00ffffff
484,9930380.00000000000000000000,Left channel: 00016a1d
485,9950860.00000000000000000000,Right channel: 00ffffff
486,9971360.00000000000000000000,Left channel: 00ffaf99
487,9991840.00000000000000000000,Right channel: 00ffffff
488,10012320.00000000000000000000,Left channel: 0000f118
489,10032800.00000000000000000000,Right channel: 00ffffff
490,10053280.00000000000000000000,Left channel: 0001f350
491,10073760.00000000000000000000,Right channel: 00ffffff
492,10094240.00000000000000000000,Left channel: 0000f0d4
493,10114740.00000000000000000000,Right channel: 00ffffff
494,10135220.00000000000000000000,Left channel: 00ff4f05
495,10155700.00000000000000000000,Right channel: 00ffffff
496,10176180.00000000000000000000,Left channel: 00fc7703
497,10196660.00000000000000000000,Right channel: 00ffffff
498,10217140.00000000000000000000,Left channel: 000160b2
499,10237640.00000000000000000000,Right channel: 00ffffff
500,10258120.00000000000000000000,Left channel: 00fff8a9
501,10278600.00000000000000000000,Right channel: 00ffffff
502,10299080.00000000000000000000,Left channel: 000271e2
503,10319560.00000000000000000000,Right channel: 00ffffff
504,10340040.00000000000000000000,Left channel: 0002cc13
505,10360520.00000000000000000000,Right channel: 00ffffff
506,10381020.00000000000000000000,Left channel: 0000c468
507,10401500.00000000000000000000,Right channel: 00ffffff
508,10421980.00000000000000000000,Left channel: 0002c89f
509,10442460.00000000000000000000,Right channel: 00ffffff
510,10462940.00000000000000000000,Left channel: 0002a4b9
511,10483420.00000000000000000000,Right channel: 00ffffff
512,10503900.00000000000000000000,Left channel: 00039d17
513,10524400.00000000000000000000,Right channel: 00ffffff
514,10544880.00000000000000000000,Left channel: 00fee9e7
515,10565360.00000000000000000000,Right channel: 00ffffff
516,10585840.00000000000000000000,Left channel: 00ffd9f8
517,10606320.00000000000000000000,Right channel: 00ffffff
518,10626800.00000000000000000000,Left channel: 00005a56
519,10647300.00000000000000000000,Right channel: 00ffffff
520,10667780.00000000000000000000,Left channel: 0000e8a5
521,10688260.00000000000000000000,Right channel: 00ffffff
522,10708740.00000000000000000000,Left channel: 00fc37d8
523,10729220.00000000000000000000,Right channel: 00ffffff
524,10749700.00000000000000000000,Left channel: 00fb6b4e
525,10770180.00000000000000000000,Right channel: 00ffffff
526,10790680.00000000000000000000,Left channel: 00005bb5
527,10811160.00000000000000000000,Right channel: 00ffffff
528,10831640.00000000000000000000,Left channel: 000021bc
529,10852120.00000000000000000000,Right channel: 00ffffff
530,10872600.00000000000000000000,Left channel: 000222f9
531,10893080.00000000000000000000,Right channel: 00ffffff
532,10913560.00000000000000000000,Left channel: 00044b2c
533,10934060.00000000000000000000,Right channel: 00ffffff
534,10954540.00000000000000000000,Left channel: 000107c7
535,10975020.00000000000000000000,Right channel: 00ffffff
536,10995500.00000000000000000000,Left channel: 00003e69
537,11015980.00000000000000000000,Right channel: 00ffffff
538,11036460.00000000000000000000,Left channel: 00fd45e5
539,11056960.00000000000000000000,Right channel: 00ffffff
540,11077440.00000000000000000000,Left channel: 00fe1e0c
541,11097920.00000000000000000000,Right channel: 00ffffff
